feedback_id,enrollment_id,feedback_score,comment,submitted_date
1879,73111014,6,Promotes independent learning.,09/08/2023
1880,82636465,4,Excellent resources,14/05/2023
1881,22013389,8,Up-to-date content,15/08/2023
1882,30684565,6,Career-focused learning,10/05/2023
1883,47519755,3,Interesting case studies,12/06/2023
1884,56198873,9,Opportunities for research,04/07/2023
1885,25965498,7,Comprehensive syllabus,04/07/2023
1886,83156925,6,Supportive instructors,21/06/2023
1887,41658221,6,,08/08/2023
1888,30100220,2,Relevant coursework,02/08/2023
1889,71864372,7,Diverse assessment methods,20/04/2023
1890,39231789,6,Collaborative projects,08/06/2023
1891,30023226,5,,25/05/2023
1892,15074959,8,,22/04/2023
1893,69689148,1,Interesting case studies,18/05/2023
1894,41213316,4,Diverse assessment methods,08/08/2023
1895,24077255,4,Stimulating discussions,03/07/2023
1896,32412624,3,Engaging lectures,28/04/2023
1897,40655155,5,Engaging lectures,19/06/2023
1898,23838645,1,Collaborative projects,08/08/2023
1899,93006989,10,Well-structured modules,30/06/2023
1900,53516064,8,Clear learning objectives,05/08/2023
1901,91434822,2,,02/06/2023
1902,92410629,8,Clear learning objectives,09/06/2023
1903,11919458,6,Diverse assessment methods,18/07/2023
1904,87084094,9,Up-to-date content,18/06/2023
1905,85663360,6,Stimulating discussions,12/07/2023
1906,69529278,9,,23/04/2023
1907,62821643,4,Career-focused learning,03/05/2023
1908,69569287,3,,04/07/2023
1909,87773130,5,Comprehensive syllabus,30/06/2023
1910,87018971,6,Engaging lectures,16/05/2023
1911,25646021,10,Interesting case studies,07/05/2023
1912,82213071,7,Stimulating discussions,07/05/2023
1913,21351314,5,Interesting case studies,30/07/2023
1914,22551149,10,,03/08/2023
1915,43606336,7,Engaging lectures,03/05/2023
1916,55732392,10,,06/06/2023
1917,19210227,2,Good practical application,18/06/2023
1918,80960358,3,Encourages critical thinking,28/04/2023
1919,28426881,9,Relevant coursework,27/04/2023
1920,17936681,3,Stimulating discussions,02/05/2023
1921,63960433,10,Collaborative projects,12/07/2023
1922,90890691,6,Strong industry connections,02/06/2023
1923,68664858,1,Challenging assignments,29/07/2023
1924,92139342,10,,18/06/2023
1925,93510784,9,Clear learning objectives,18/07/2023
1926,38919843,7,Clear learning objectives,05/05/2023
1927,95640054,8,,18/04/2023
1928,81740232,4,Well-structured modules,30/05/2023
1929,39731268,6,Promotes independent learning.,02/08/2023
1930,74666647,10,,07/08/2023
1931,44043364,5,Clear learning objectives,01/06/2023
1932,82943067,2,,01/06/2023
1933,86545839,8,Engaging lectures,24/06/2023
1934,66685450,4,Up-to-date content,16/07/2023
1935,80964563,8,Clear learning objectives,09/07/2023
1936,51635654,10,Supportive instructors,06/06/2023
1937,86833873,8,Supportive instructors,01/05/2023
1938,71080109,9,Supportive instructors,27/04/2023
1939,14033638,2,Promotes independent learning.,19/04/2023
1940,76753232,1,Strong industry connections,10/07/2023
1941,42444707,7,Supportive instructors,07/05/2023
1942,48819676,7,Encourages critical thinking,12/07/2023
1943,22381806,2,,11/07/2023
1944,25829378,10,,20/04/2023
1945,15089487,4,Promotes independent learning.,01/06/2023
1946,47465572,9,Good practical application,30/06/2023
1947,92537296,10,Up-to-date content,31/05/2023
1948,90865483,9,,30/04/2023
1949,44745596,10,Diverse assessment methods,01/06/2023
1950,90772492,8,,31/05/2023
1951,60427609,3,Good practical application,07/08/2023
1952,13460713,2,Excellent resources,21/06/2023
1953,52164807,2,Collaborative projects,28/04/2023
1954,76660330,2,Excellent resources,18/05/2023
1955,16834139,8,Strong industry connections,06/08/2023
1956,78240570,3,Encourages critical thinking,26/05/2023
1957,41448249,8,Opportunities for research,07/05/2023
1958,84995028,5,,04/05/2023
1959,91513976,5,Clear learning objectives,19/07/2023
1960,18569258,7,Encourages critical thinking,21/04/2023
1961,83240652,2,Encourages critical thinking,19/05/2023
1962,84372246,4,Strong industry connections,03/05/2023
1963,26861868,8,Engaging lectures,25/05/2023
1964,60040285,2,Relevant coursework,29/07/2023
1965,22579521,3,Supportive instructors,21/04/2023
1966,37623438,2,Supportive instructors,05/08/2023
1967,36964907,5,Excellent resources,03/08/2023
1968,79945698,9,,01/06/2023
1969,88068270,4,Interesting case studies,09/08/2023
1970,70244188,2,,07/05/2023
1971,71093449,3,Interesting case studies,23/04/2023
1972,64600526,2,Timely feedback provided,15/05/2023
1973,80987449,8,,06/06/2023
1974,24797566,1,,11/08/2023
1975,33199043,4,,06/06/2023
1976,76431126,6,Timely feedback provided,02/06/2023
1977,80794900,7,Collaborative projects,01/06/2023
1978,69945289,1,Opportunities for research,24/05/2023
1979,85120501,3,Encourages critical thinking,09/08/2023
1980,49571614,10,Supportive instructors,13/08/2023
1981,96364175,2,,12/07/2023
1982,88503634,4,,28/05/2023
1983,30640643,10,Career-focused learning,05/07/2023
1984,32345512,9,,22/05/2023
1985,60394144,7,Up-to-date content,29/05/2023
1986,25234314,9,Comprehensive syllabus,26/06/2023
1987,14665317,5,,08/05/2023
1988,48144365,2,,06/08/2023
1989,87880197,8,Diverse assessment methods,30/06/2023
1990,94170761,8,Challenging assignments,24/07/2023
1991,25522002,10,,15/07/2023
1992,34280057,4,Interesting case studies,06/07/2023
1993,80992423,3,,11/08/2023
1994,28358736,8,Excellent resources,28/06/2023
1995,59971197,7,Collaborative projects,23/06/2023
1996,52798419,7,Strong industry connections,22/04/2023
1997,27043294,7,Up-to-date content,28/07/2023
1998,67987957,10,Opportunities for research,06/05/2023
1999,37748492,6,,13/06/2023
2000,26749078,2,Well-structured modules,23/04/2023
2001,83052085,1,Stimulating discussions,12/05/2023
2002,34442321,3,Interesting case studies,14/06/2023
2003,52371426,7,Relevant coursework,24/04/2023
2004,79611674,3,Relevant coursework,04/08/2023
2005,30519403,1,Well-structured modules,21/07/2023
2006,55961351,1,Engaging lectures,02/08/2023
2007,36278193,7,Collaborative projects,24/05/2023
2008,99770173,1,Challenging assignments,24/05/2023
2009,45963402,2,Diverse assessment methods,14/07/2023
2010,72918108,9,Opportunities for research,19/06/2023
2011,39828216,8,,26/07/2023
2012,31260231,9,,04/06/2023
2013,18872709,9,Interesting case studies,02/07/2023
2014,70050090,7,Strong industry connections,19/04/2023
2015,29353192,3,Career-focused learning,06/06/2023
2016,51798253,6,Excellent resources,23/07/2023
2017,76899408,9,Diverse assessment methods,08/05/2023
2018,81980021,8,Clear learning objectives,24/06/2023
2019,30458459,1,Clear learning objectives,03/07/2023
2020,74222769,10,Relevant coursework,19/07/2023
2021,15105791,2,Career-focused learning,10/05/2023
2022,68324713,5,Collaborative projects,13/08/2023
2023,41565134,7,Encourages critical thinking,12/08/2023
2024,80740905,8,Diverse assessment methods,19/04/2023
2025,50157426,5,Timely feedback provided,18/07/2023
2026,12931142,7,Excellent resources,25/04/2023
2027,85887036,8,Supportive instructors,13/06/2023
2028,67823500,7,,26/06/2023
2029,95657992,5,Engaging lectures,30/07/2023
2030,77107006,9,Diverse assessment methods,23/07/2023
2031,28375788,6,Well-structured modules,26/05/2023
2032,20520051,2,Stimulating discussions,30/04/2023
2033,59493931,1,Stimulating discussions,31/05/2023
2034,27844942,1,,13/06/2023
2035,72820388,2,Opportunities for research,15/07/2023
2036,79208516,6,Clear learning objectives,05/07/2023
2037,90468714,10,Opportunities for research,26/04/2023
2038,99495457,6,Relevant coursework,26/06/2023
2039,90513775,4,Encourages critical thinking,30/07/2023
2040,80107520,4,Relevant coursework,12/05/2023
2041,98774444,7,,14/07/2023
2042,40767601,7,,09/05/2023
2043,95089712,3,Excellent resources,05/07/2023
2044,14072371,8,Comprehensive syllabus,06/07/2023
2045,88618611,1,,17/08/2023
2046,19928446,8,,18/04/2023
2047,25772706,9,Stimulating discussions,28/05/2023
2048,79156461,4,Encourages critical thinking,13/06/2023
2049,59537836,8,,23/04/2023
2050,61221674,6,,23/06/2023
2051,67750657,9,Opportunities for research,22/07/2023
2052,87712939,10,,01/06/2023
2053,18337190,3,Good practical application,23/06/2023
2054,55829158,3,Encourages critical thinking,09/06/2023
2055,21410851,5,Excellent resources,29/05/2023
2056,16041077,9,Collaborative projects,12/05/2023
2057,21214418,6,Promotes independent learning.,06/06/2023
2058,85117374,6,,16/06/2023
2059,71647914,2,Supportive instructors,09/06/2023
2060,61090256,5,Excellent resources,11/06/2023
2061,75476118,1,Challenging assignments,04/07/2023
2062,88265325,10,Interesting case studies,24/04/2023
2063,70118962,10,Stimulating discussions,04/08/2023
2064,47040692,3,,30/04/2023
2065,19616163,7,Challenging assignments,24/06/2023
2066,45242410,9,,05/05/2023
2067,71334993,8,Comprehensive syllabus,11/05/2023
2068,97649748,5,,23/05/2023
2069,88620295,8,Promotes independent learning.,12/06/2023
2070,12030914,4,,25/06/2023
2071,46991836,3,Engaging lectures,21/04/2023
2072,80650158,4,Promotes independent learning.,20/04/2023
2073,72119563,3,Opportunities for research,09/06/2023
2074,16194602,8,Excellent resources,12/08/2023
2075,54942539,10,Career-focused learning,30/07/2023
2076,90488634,1,,05/07/2023
2077,11122436,9,,06/07/2023
2078,28647908,6,Challenging assignments,03/06/2023
2079,77988937,9,,24/05/2023
2080,46372636,2,Comprehensive syllabus,13/05/2023
2081,17533375,10,Engaging lectures,09/05/2023
2082,51468419,3,Good practical application,19/07/2023
2083,25156855,3,,18/05/2023
2084,76806866,4,Timely feedback provided,13/08/2023
2085,13649116,10,Career-focused learning,29/06/2023
2086,22065470,7,Diverse assessment methods,15/08/2023
2087,65234741,5,Career-focused learning,06/05/2023
2088,97179213,5,Up-to-date content,17/07/2023
2089,69556826,10,,14/05/2023
2090,47159501,4,Excellent resources,08/05/2023
2091,36739458,9,Clear learning objectives,06/07/2023
2092,27026385,5,,27/05/2023
2093,44486384,9,,04/05/2023
2094,12062520,9,Diverse assessment methods,09/05/2023
2095,78478673,7,Opportunities for research,11/08/2023
2096,62670579,8,Excellent resources,25/04/2023
2097,74822540,4,Up-to-date content,01/06/2023
2098,37613673,6,Clear learning objectives,23/05/2023
2099,14788964,4,Diverse assessment methods,04/07/2023
2100,16020776,10,Collaborative projects,03/08/2023
2101,73883773,2,,22/06/2023
2102,69259648,3,Timely feedback provided,12/06/2023
2103,80896291,9,,23/06/2023
2104,51867376,6,Relevant coursework,06/08/2023
2105,66420341,9,Well-structured modules,08/07/2023
2106,15661548,8,Challenging assignments,05/05/2023
2107,55342936,6,Relevant coursework,27/04/2023
2108,48301606,2,Supportive instructors,11/08/2023
2109,59790508,5,,22/04/2023
2110,49028019,9,Collaborative projects,25/04/2023
2111,93955960,2,Engaging lectures,13/06/2023
2112,75311663,2,,19/05/2023
2113,32919937,9,,04/08/2023
2114,11164941,8,Interesting case studies,21/07/2023
2115,12053623,2,Good practical application,25/07/2023
2116,18323821,2,Timely feedback provided,11/08/2023
2117,67086076,2,Supportive instructors,16/06/2023
2118,50428923,1,Engaging lectures,02/07/2023
2119,58493670,10,,20/04/2023
2120,40860067,5,Timely feedback provided,23/06/2023
2121,30392362,4,Comprehensive syllabus,30/06/2023
2122,73356364,8,Supportive instructors,26/05/2023
2123,15990028,8,Engaging lectures,23/06/2023
2124,58040555,10,Engaging lectures,03/05/2023
2125,50993599,9,Collaborative projects,19/06/2023
2126,43819069,1,Diverse assessment methods,22/05/2023
2127,11767991,2,Promotes independent learning.,16/07/2023
2128,14864942,4,Career-focused learning,29/06/2023
2129,61497773,6,,13/07/2023
2130,43729725,10,Diverse assessment methods,03/07/2023
2131,68279391,9,Challenging assignments,23/06/2023
2132,54166432,5,Career-focused learning,23/07/2023
2133,65047578,6,,18/07/2023
2134,47804565,8,Excellent resources,06/06/2023
2135,19352700,10,Good practical application,15/07/2023
2136,81626582,9,Stimulating discussions,24/06/2023
2137,88557936,10,Timely feedback provided,22/07/2023
2138,33460285,8,,22/05/2023
2139,81234096,2,Strong industry connections,25/06/2023
2140,44552070,4,Strong industry connections,06/06/2023
2141,61941154,1,Well-structured modules,10/07/2023
2142,28914867,7,Collaborative projects,02/07/2023
2143,66704350,1,Promotes independent learning.,06/07/2023
2144,98423930,1,,11/08/2023
2145,85839007,8,Encourages critical thinking,08/07/2023
2146,16927348,7,Well-structured modules,26/04/2023
2147,49208489,1,Challenging assignments,25/07/2023
2148,20993705,5,,22/06/2023
2149,52161159,6,Career-focused learning,18/06/2023
2150,73376162,10,Challenging assignments,27/04/2023
2151,12594974,7,Encourages critical thinking,26/06/2023
2152,76154854,10,Clear learning objectives,16/05/2023
2153,28927945,9,Excellent resources,14/05/2023
2154,34520743,3,Diverse assessment methods,11/08/2023
2155,63983403,9,,01/05/2023
2156,32048862,6,Stimulating discussions,05/07/2023
2157,50431376,5,Challenging assignments,10/05/2023
2158,59731265,6,Promotes independent learning.,30/07/2023
2159,87192918,9,Opportunities for research,02/06/2023
2160,64493908,2,Interesting case studies,17/05/2023
2161,82632881,9,Relevant coursework,16/05/2023
2162,14989912,5,Interesting case studies,14/08/2023
2163,26334777,7,Up-to-date content,16/07/2023
2164,47703370,5,Supportive instructors,09/08/2023
2165,42506114,5,,04/08/2023
2166,77718284,1,Supportive instructors,30/04/2023
2167,49118975,3,Excellent resources,12/06/2023
2168,15472853,7,Encourages critical thinking,20/06/2023
2169,88880508,10,Promotes independent learning.,24/04/2023
2170,19743453,9,Stimulating discussions,07/06/2023
2171,12875179,3,Interesting case studies,08/08/2023
2172,75393170,9,Relevant coursework,02/05/2023
2173,48458086,6,Collaborative projects,04/08/2023
2174,36509007,6,Well-structured modules,02/07/2023
2175,85797836,5,,07/07/2023
2176,41333619,5,,07/06/2023
2177,16011894,7,,20/04/2023
2178,33703920,1,Interesting case studies,08/08/2023
2179,68408114,1,Excellent resources,20/06/2023
2180,64813559,6,Challenging assignments,20/06/2023
2181,82655484,10,Interesting case studies,19/07/2023
2182,57552335,9,Collaborative projects,30/07/2023
2183,35026143,1,Promotes independent learning.,26/05/2023
2184,16776961,1,Excellent resources,13/07/2023
2185,28663826,9,Supportive instructors,17/07/2023
2186,18837457,4,Engaging lectures,28/06/2023
2187,71015003,10,,27/06/2023
2188,32505705,2,Excellent resources,26/04/2023
2189,42268983,7,,20/04/2023
2190,36745303,8,,02/06/2023
2191,72051092,10,Engaging lectures,29/07/2023
2192,42612491,9,,20/07/2023
2193,60166631,4,Good practical application,11/05/2023
2194,45041755,7,Promotes independent learning.,24/06/2023
2195,67441457,10,Excellent resources,28/04/2023
2196,70498326,10,Up-to-date content,07/08/2023
2197,13830263,6,,02/08/2023
2198,19657243,3,,10/05/2023
2199,95438447,8,Engaging lectures,28/04/2023
2200,53666835,7,Promotes independent learning.,14/08/2023
2201,22537636,8,Career-focused learning,21/05/2023
2202,41500185,6,Challenging assignments,08/05/2023
2203,67719252,3,Diverse assessment methods,19/06/2023
2204,86549253,2,Relevant coursework,14/06/2023
2205,36253216,8,Well-structured modules,10/08/2023
2206,50483828,3,Strong industry connections,17/05/2023
2207,76331860,5,Strong industry connections,04/08/2023
2208,89860975,9,Interesting case studies,20/06/2023
2209,49274716,8,Stimulating discussions,16/07/2023
2210,56629196,5,Career-focused learning,22/05/2023
2211,49049809,8,Good practical application,25/07/2023
2212,56424045,7,Career-focused learning,31/07/2023
2213,17703077,8,Career-focused learning,22/05/2023
2214,85441389,2,Challenging assignments,19/07/2023
2215,32694780,9,Encourages critical thinking,20/07/2023
2216,60969547,3,Supportive instructors,26/05/2023
2217,75937242,1,Excellent resources,13/05/2023
2218,34018067,7,Diverse assessment methods,06/06/2023
2219,37184071,4,,19/04/2023
2220,49283959,6,,02/06/2023
2221,98131459,7,Excellent resources,10/07/2023
2222,87633722,5,Supportive instructors,18/06/2023
2223,80231946,6,Engaging lectures,27/04/2023
2224,54154657,10,Comprehensive syllabus,15/06/2023
2225,28994373,6,Collaborative projects,17/05/2023
2226,40779340,5,,27/04/2023
2227,22447440,8,,13/07/2023
2228,43903969,9,Stimulating discussions,08/08/2023
2229,18554431,3,Stimulating discussions,03/06/2023
2230,78541234,3,Stimulating discussions,28/07/2023
2231,96736540,10,,24/04/2023
2232,67775783,8,Diverse assessment methods,29/07/2023
2233,86382999,10,Well-structured modules,10/06/2023
2234,46180954,1,Supportive instructors,09/05/2023
2235,32125580,2,Clear learning objectives,18/05/2023
2236,73612133,7,Relevant coursework,03/08/2023
2237,40563578,5,,11/05/2023
2238,57249971,5,Strong industry connections,14/07/2023
2239,18190250,7,Good practical application,01/07/2023
2240,37179967,10,Timely feedback provided,07/06/2023
2241,48784068,7,,01/07/2023
2242,31384983,2,Excellent resources,20/07/2023
2243,93191123,7,Excellent resources,31/05/2023
2244,41677209,5,Promotes independent learning.,12/08/2023
2245,57457542,8,,18/06/2023
2246,24579532,9,,10/08/2023
2247,38028988,2,Diverse assessment methods,04/07/2023
2248,31326690,7,Career-focused learning,17/07/2023
2249,87720702,7,Diverse assessment methods,02/08/2023
2250,81516642,8,Good practical application,18/06/2023
2251,17212360,2,Collaborative projects,29/07/2023
2252,99107784,2,Career-focused learning,03/05/2023
2253,45273781,3,Stimulating discussions,10/07/2023
2254,52057486,5,,02/05/2023
2255,55608295,5,,27/06/2023
2256,68288326,2,Good practical application,29/07/2023
2257,45260822,5,,24/04/2023
2258,14657452,8,Diverse assessment methods,07/08/2023
2259,80829405,3,,15/06/2023
2260,83182002,2,Timely feedback provided,17/07/2023
2261,95612894,7,Encourages critical thinking,13/06/2023
2262,67967320,7,Strong industry connections,26/07/2023
2263,96646234,8,Supportive instructors,01/08/2023
2264,86766731,7,Stimulating discussions,04/07/2023
2265,57043009,6,Good practical application,02/05/2023
2266,80295546,4,Clear learning objectives,31/07/2023
2267,59530361,9,Good practical application,05/06/2023
2268,84645178,3,Comprehensive syllabus,24/07/2023
2269,82967231,2,,21/07/2023
2270,14342231,10,Stimulating discussions,08/06/2023
2271,59941110,5,Excellent resources,21/06/2023
2272,95059288,4,Up-to-date content,09/08/2023
2273,65133675,7,Timely feedback provided,14/06/2023
2274,99708883,7,Well-structured modules,21/05/2023
2275,30767272,3,Stimulating discussions,04/06/2023
2276,43979214,8,Good practical application,10/07/2023
2277,88331551,9,Interesting case studies,05/05/2023
2278,86117724,3,Diverse assessment methods,14/06/2023
2279,62095470,2,Timely feedback provided,06/07/2023
2280,30222057,3,,23/04/2023
2281,67502903,2,Up-to-date content,22/06/2023
2282,42208397,5,Supportive instructors,16/06/2023
2283,54848040,2,,08/07/2023
2284,85055379,9,Relevant coursework,07/06/2023
2285,66071258,2,,30/04/2023
2286,30650586,6,Career-focused learning,05/07/2023
2287,92350053,5,Strong industry connections,20/06/2023
2288,22915487,10,Relevant coursework,16/06/2023
2289,25143306,10,Diverse assessment methods,06/06/2023
2290,37986901,5,Relevant coursework,13/06/2023
2291,13509347,10,Career-focused learning,14/06/2023
2292,38524216,8,,19/05/2023
2293,54767096,5,Timely feedback provided,20/06/2023
2294,80633455,10,Good practical application,19/07/2023
2295,41062275,2,Opportunities for research,14/07/2023
2296,61890600,5,Excellent resources,06/06/2023
2297,96033105,8,Diverse assessment methods,25/06/2023
2298,59704325,6,,19/04/2023
2299,45420977,6,Timely feedback provided,03/07/2023
2300,48617759,5,,25/05/2023
2301,24411672,6,Challenging assignments,01/07/2023
2302,76808509,8,,19/04/2023
2303,78163654,6,Timely feedback provided,08/06/2023
2304,16295706,6,Interesting case studies,10/06/2023
2305,99776644,6,,04/08/2023
2306,32022921,10,Comprehensive syllabus,04/06/2023
2307,19419121,4,Diverse assessment methods,30/04/2023
2308,93554718,4,Well-structured modules,11/05/2023
2309,33780504,3,,16/05/2023
2310,99925139,1,Opportunities for research,24/04/2023
2311,12673578,3,Interesting case studies,07/08/2023
2312,91506555,2,Challenging assignments,01/07/2023
2313,73402992,6,Stimulating discussions,16/05/2023
2314,59846605,1,Encourages critical thinking,24/04/2023
2315,86864039,10,Promotes independent learning.,25/06/2023
2316,20363035,9,Comprehensive syllabus,06/08/2023
2317,32546456,6,Good practical application,26/04/2023
2318,11590254,3,,09/06/2023
2319,60054544,8,,03/06/2023
2320,87003227,3,Engaging lectures,20/07/2023
2321,27274029,5,Excellent resources,09/08/2023
2322,44317451,5,Collaborative projects,23/05/2023
2323,68969226,10,Relevant coursework,03/07/2023
2324,67822990,1,Good practical application,19/07/2023
2325,28374405,10,Diverse assessment methods,21/05/2023
2326,61920258,9,Collaborative projects,18/06/2023
2327,68719457,4,Good practical application,26/05/2023
2328,61225021,8,Timely feedback provided,22/06/2023
2329,97988197,4,Timely feedback provided,03/08/2023
2330,18198715,9,Well-structured modules,22/07/2023
2331,86386903,2,Engaging lectures,07/06/2023
2332,62509438,1,Challenging assignments,16/05/2023
2333,76803038,8,Timely feedback provided,21/05/2023
2334,24371178,4,Supportive instructors,24/06/2023
2335,73969391,6,Good practical application,20/06/2023
2336,53055826,10,,18/05/2023
2337,67336445,7,Up-to-date content,06/08/2023
2338,65695431,5,Excellent resources,01/05/2023
2339,41383992,10,Opportunities for research,11/07/2023
2340,86187318,4,Stimulating discussions,16/08/2023
2341,23812394,5,Opportunities for research,01/05/2023
2342,86268603,1,Supportive instructors,08/07/2023
2343,44272531,8,Collaborative projects,11/06/2023
2344,91733780,5,Collaborative projects,28/05/2023
2345,94853789,4,Diverse assessment methods,19/06/2023
2346,97698716,3,Encourages critical thinking,09/08/2023
2347,78778228,2,Opportunities for research,04/06/2023
2348,48461609,8,Career-focused learning,16/06/2023
2349,11756761,7,Excellent resources,28/04/2023
2350,73965278,4,Good practical application,02/05/2023
2351,33783721,10,Career-focused learning,09/05/2023
2352,21544580,8,Strong industry connections,13/07/2023
2353,25179276,2,Engaging lectures,23/05/2023
2354,76028302,1,Career-focused learning,25/07/2023
2355,28621027,3,Strong industry connections,24/06/2023
2356,63786003,4,Good practical application,21/07/2023
2357,80415224,8,Diverse assessment methods,11/07/2023
2358,80667573,6,Diverse assessment methods,12/07/2023
2359,27203111,3,Excellent resources,25/06/2023
2360,20852320,1,Promotes independent learning.,05/07/2023
2361,34428013,9,Good practical application,03/05/2023
2362,35394826,10,Engaging lectures,10/07/2023
2363,24117149,8,Diverse assessment methods,06/06/2023
2364,65442122,9,Opportunities for research,22/04/2023
2365,33510969,8,,05/07/2023
2366,13980655,5,Good practical application,08/06/2023
2367,28696749,1,Engaging lectures,05/08/2023
2368,22575399,2,Relevant coursework,06/06/2023
2369,20332153,8,Timely feedback provided,30/06/2023
2370,48410818,7,Encourages critical thinking,16/05/2023
2371,23310624,8,,28/07/2023
2372,57356709,4,Comprehensive syllabus,21/05/2023
2373,99470320,9,Timely feedback provided,23/07/2023
2374,12524037,5,,11/06/2023
2375,77573283,1,Supportive instructors,28/07/2023
2376,11283284,9,Strong industry connections,05/06/2023
2377,18416131,7,Collaborative projects,29/07/2023
2378,37486905,2,Promotes independent learning.,23/04/2023
2379,25087012,2,Supportive instructors,13/05/2023
2380,99163208,5,Clear learning objectives,02/07/2023
2381,46547320,10,Relevant coursework,20/05/2023
2382,72283122,2,Relevant coursework,23/06/2023
2383,41117398,7,Diverse assessment methods,30/05/2023
2384,26910377,5,Interesting case studies,23/07/2023
2385,28387263,9,,31/05/2023
2386,41496164,9,Strong industry connections,15/06/2023
2387,78703883,9,Well-structured modules,11/06/2023
2388,65713162,5,Comprehensive syllabus,20/04/2023
2389,17092463,9,Opportunities for research,26/06/2023
2390,77132012,4,Relevant coursework,08/07/2023
2391,27965035,7,Diverse assessment methods,24/07/2023
2392,52713221,10,Diverse assessment methods,23/06/2023
2393,94879929,7,Stimulating discussions,22/05/2023
2394,97934003,7,Encourages critical thinking,30/07/2023
2395,36926565,10,,14/05/2023
2396,72099767,8,Stimulating discussions,26/04/2023
2397,85650174,4,Challenging assignments,12/07/2023
2398,39764295,10,Comprehensive syllabus,10/08/2023
2399,30559560,6,,18/06/2023
2400,76268481,2,Good practical application,07/07/2023
2401,97321438,10,,04/06/2023
2402,76291225,4,Stimulating discussions,11/08/2023
2403,74527301,7,Up-to-date content,09/08/2023
2404,67065543,4,Collaborative projects,12/07/2023
2405,25015190,3,Well-structured modules,18/06/2023
2406,82834391,4,Challenging assignments,18/05/2023
2407,61399705,9,,07/07/2023
2408,93306538,9,Timely feedback provided,21/06/2023
2409,53297066,4,Clear learning objectives,30/07/2023
2410,47926072,10,,03/05/2023
2411,21391514,1,Supportive instructors,04/05/2023
2412,45427130,3,,01/05/2023
2413,49775642,8,Strong industry connections,29/05/2023
2414,46825907,7,Challenging assignments,10/06/2023
2415,44153749,9,Well-structured modules,06/07/2023
2416,46253293,3,Stimulating discussions,02/05/2023
2417,36436642,2,,14/05/2023
2418,93079803,3,Supportive instructors,10/08/2023
2419,98222206,2,Excellent resources,24/07/2023
2420,51733513,7,,28/07/2023
2421,80279475,1,Career-focused learning,10/06/2023
2422,84398974,8,,14/07/2023
2423,76714348,7,Strong industry connections,14/07/2023
2424,25566939,3,Up-to-date content,26/04/2023
2425,84517109,3,Career-focused learning,19/07/2023
2426,83099992,3,,09/08/2023
2427,26879096,2,Collaborative projects,18/04/2023
2428,23968825,8,Stimulating discussions,24/05/2023
2429,42070560,2,,02/05/2023
2430,87643172,9,Excellent resources,27/06/2023
2431,76609389,7,Promotes independent learning.,25/07/2023
2432,59118674,1,Interesting case studies,15/05/2023
2433,57490560,1,Challenging assignments,10/06/2023
2434,83121744,7,Engaging lectures,15/05/2023
2435,74364762,7,Interesting case studies,10/08/2023
2436,57630172,9,Collaborative projects,06/06/2023
2437,49350829,3,Good practical application,14/08/2023
2438,48991484,6,,03/08/2023
2439,38276036,4,Diverse assessment methods,26/05/2023
2440,47390376,1,Excellent resources,08/05/2023
2441,39636799,6,,29/06/2023
2442,31194351,4,Promotes independent learning.,06/06/2023
2443,43272149,2,Interesting case studies,20/05/2023
2444,68991556,5,Promotes independent learning.,22/06/2023
2445,28482731,10,Up-to-date content,13/08/2023
2446,57394902,4,Up-to-date content,12/05/2023
2447,84578470,4,Up-to-date content,21/07/2023
2448,70632337,3,,19/07/2023
2449,87731066,5,Clear learning objectives,27/07/2023
2450,80888371,1,Excellent resources,26/05/2023
2451,46999594,8,Excellent resources,29/04/2023
2452,37863844,8,Stimulating discussions,10/07/2023
2453,89582276,8,Strong industry connections,28/05/2023
2454,91169941,3,Good practical application,08/07/2023
2455,35693038,8,Promotes independent learning.,24/06/2023
2456,14582335,5,Opportunities for research,19/04/2023
2457,28499903,2,Comprehensive syllabus,24/07/2023
2458,43527348,2,Diverse assessment methods,02/06/2023
2459,92148648,7,Comprehensive syllabus,13/07/2023
2460,16448285,5,,20/05/2023
2461,55815727,4,Engaging lectures,09/05/2023
2462,16712393,10,Good practical application,12/08/2023
2463,85034101,5,Good practical application,25/06/2023
2464,78464500,3,Encourages critical thinking,25/06/2023
2465,13097163,5,Challenging assignments,15/07/2023
2466,77618251,9,Clear learning objectives,22/06/2023
2467,98628051,7,,16/06/2023
2468,46618679,7,,03/07/2023
2469,84193348,8,Timely feedback provided,01/08/2023
2470,68463408,2,Stimulating discussions,12/07/2023
2471,33205460,7,Engaging lectures,25/06/2023
2472,57345873,5,Comprehensive syllabus,02/07/2023
2473,90378793,1,Stimulating discussions,04/08/2023
2474,93547971,10,Challenging assignments,27/07/2023
2475,77140877,2,,10/06/2023
2476,51952753,2,Timely feedback provided,11/05/2023
2477,87371219,4,Excellent resources,26/07/2023
2478,92169819,9,Collaborative projects,29/06/2023
2479,55835915,7,Stimulating discussions,24/06/2023
2480,62616010,9,Promotes independent learning.,05/08/2023
2481,11555687,5,,04/07/2023
2482,58220532,3,Excellent resources,13/05/2023
2483,29522261,6,Up-to-date content,29/07/2023
2484,82336477,9,,08/08/2023
2485,59435726,5,Stimulating discussions,24/04/2023
2486,70008126,2,,26/06/2023
2487,20133233,2,Good practical application,30/07/2023
2488,89288764,8,,06/07/2023
2489,22671888,7,Relevant coursework,24/04/2023
